No.,Sentence,StemWords,MatchWords,Use
143,"These are  particularly important for com- munities that are either nomadic or  have been displaced due to natural   disasters, war civil strife or other  major disruptive events.","['particularli', 'import', 'muniti', 'either', 'nomad', 'displac', 'due', 'natur', 'disast', 'war', 'civil', 'strife', 'major', 'disrupt', 'event']",set(),N
144,Information: The access to  information is crucial for children  and adolescents when doing their  homework.,"['inform', 'access', 'inform', 'crucial', 'children', 'adolesc', 'homework']","{'inform', 'access'}",Y
145,A study on children’s  Internet usage in the UK24  indicates that 75% of children  aged 8-11 years and 84% of   adolescents aged 12-15 years use  the Internet to help them with  their homework.,"['studi', 'children', 'internet', 'usag', 'indic', 'children', 'age', 'year', 'adolesc', 'age', 'year', 'use', 'internet', 'help', 'homework']",{'internet'},Y
146,"Similarly in Brazil,  87% of children and young people  aged 9-17 years use the Internet  for schoolwork.25 The library has  moved online and the ability to  seek and find relevant and reliable  information in any language is a  great advantage which has been  embraced by the young generation  throughout the world.","['similarli', 'brazil', 'children', 'young', 'peopl', 'age', 'year', 'use', 'internet', 'librari', 'move', 'onlin', 'abil', 'seek', 'find', 'relev', 'reliabl', 'inform', 'languag', 'great', 'advantag', 'embrac', 'young', 'gener', 'throughout', 'world']","{'internet', 'inform'}",Y
147,"(accessed 26 November 2015)  20  https://kids.ownfone.com.au/children-and-cell-phones-statistics#.VldJvITtkhY (Accessed 26 November 2015) 21  Ofcom Report on Internet safety measures, Strategies of parental protection for children online, 2014, Available at http://stakeholders.ofcom.org.uk/binaries/internet/internet-safety-measures.pdf     22  ICT Kids Online Brazil 2014, Available at http://cetic.br/media/docs/publicacoes/2/tic-kids-online-2013.pdf (accessed 10 November 2015) 23  Stald, G., Green, L., Barbovski, M., Haddon, L., Mascheroni, G., Sa ?gva ?ri, B., Scifo, B. and Tsaliki, L. Online on the mobile: Internet use on smartphones and associated risks among youth in Europe.","['access', 'novemb', 'http', 'access', 'novemb', 'ofcom', 'report', 'internet', 'safeti', 'measur', 'strategi', 'parent', 'protect', 'children', 'onlin', 'avail', 'http', 'ict', 'kid', 'onlin', 'brazil', 'avail', 'http', 'access', 'novemb', 'stald', 'green', 'barbovski', 'haddon', 'mascheroni', 'sa', 'scifo', 'tsaliki', 'onlin', 'mobil', 'internet', 'use', 'smartphon', 'associ', 'risk', 'among', 'youth', 'europ']","{'internet', 'measur', 'access'}",Y
148,EU Kids Online 2014.,"['eu', 'kid', 'onlin']",set(),N
149,"24  Ofcom Report on Internet safety measures, Strategies of parental protection for children online, 2014, Available at http://stakeholders.ofcom.org.uk/binaries/internet/internet-safety-measures.pdf (accessed 25 November 2015) 25  ICT Kids Online Brazil 2014, Available at http://cetic.br/media/docs/publicacoes/2/tic-kids-online-2013.pdf (Accessed 25 November 2015)  Available at: http://www.lse.ac.uk/media@lse/research/EUKidsOnline/EU%20Kids%20III/Reports/MobileReport.pdf  (accessed 13 November 2015)  Guidelines for Children and Young People16  One of  the most used resources  online is Wikipedia26.","['ofcom', 'report', 'internet', 'safeti', 'measur', 'strategi', 'parent', 'protect', 'children', 'onlin', 'avail', 'http', 'access', 'novemb', 'ict', 'kid', 'onlin', 'brazil', 'avail', 'http', 'access', 'novemb', 'avail', 'http', 'access', 'novemb', 'guidelin', 'children', 'young', 'peopl', 'one', 'use', 'resourc', 'onlin']","{'internet', 'measur', 'access'}",Y
150,"Wikipedia  is a multilingual, Web-based,  free-content encyclopedia project,  where you can read, edit and write  articles on any subject or issue  you find relevant.","['wikipedia', 'multilingu', 'encyclopedia', 'project', 'read', 'edit', 'write', 'articl', 'subject', 'issu', 'find', 'relev']",set(),N
151,Fact finding  exercises can easily lead you from  one page on to the next and so  on.,"['fact', 'find', 'exercis', 'easili', 'lead', 'one', 'page', 'next']",set(),N
152,"The search for new informa- tion is never boring and with the  increased localisation of  con- tent, the language barriers slowly  diminish.","['search', 'new', 'tion', 'never', 'bore', 'increas', 'localis', 'tent', 'languag', 'barrier', 'slowli', 'diminish']",set(),N
153,Social networks: The birth of   online social networks has been  a remarkable success.,"['social', 'network', 'birth', 'onlin', 'social', 'network', 'remark', 'success']",{'network'},Y
154,"The variety  of  social networks caters to all  ages, cultures and languages.","['varieti', 'social', 'network', 'cater', 'age', 'cultur', 'languag']",{'network'},Y
155,Having a profile on a social  network has become an important   part of  many children and young  people’s online lives.,"['profil', 'social', 'network', 'becom', 'import', 'part', 'mani', 'children', 'young', 'peopl', 'onlin', 'live']",{'network'},Y
156,"When  home from school, the ability to  continue your discussions with  your friends online whilst doing  your homework, sending SMS’s  and listening to music (frequently  at the same time!)","['home', 'school', 'abil', 'continu', 'discuss', 'friend', 'onlin', 'whilst', 'homework', 'send', 'sm', 'listen', 'music', 'frequent', 'time']",set(),N
157,is a picture  many will recognize.,"['pictur', 'mani', 'recogn']",set(),N
158,"Social  networks can often represent  a one-stop gateway to games,  friends, news, music, and ways  of  self-expression.","['social', 'network', 'often', 'repres', 'gateway', 'game', 'friend', 'news', 'music', 'way']",{'network'},Y
159,"In other  words, you can be creative, funny,  reflective and entertained by using  ICT’s.","['word', 'creativ', 'funni', 'reflect', 'entertain', 'use', 'ict']",set(),N
160,"Social networking tends to top  the activities taken up by children  on a daily basis, and children  who also use a smartphone and  a tablet to go online are more   likely to engage in activities on a  social networking site every day.","['social', 'network', 'tend', 'top', 'activ', 'taken', 'children', 'daili', 'basi', 'children', 'also', 'use', 'smartphon', 'tablet', 'go', 'onlin', 'like', 'engag', 'activ', 'social', 'network', 'site', 'everi', 'day']",{'network'},Y
161,"Overall, about 70% of  children  and young people have at least  one profile on a social networking  site in Europe27.","['overal', 'children', 'young', 'peopl', 'least', 'one', 'profil', 'social', 'network', 'site']",{'network'},Y
162,"On the same  lines, about 80% of  Internet  users between the ages of  9 and  17 years have social networking  profiles in Brazil, reveals the ICT  Kids Online Brazil 2013 survey.28  Among these studies, Facebook  emerges as the most commonly  used social networking site among  children and young people.","['line', 'internet', 'user', 'age', 'year', 'social', 'network', 'profil', 'brazil', 'reveal', 'ict', 'kid', 'onlin', 'brazil', 'among', 'studi', 'facebook', 'emerg', 'commonli', 'use', 'social', 'network', 'site', 'among', 'children', 'young', 'peopl']","{'internet', 'network'}",Y
163,In the UK one in four children  use Twitter the most to socially  network in the online world.,"['uk', 'one', 'four', 'children', 'use', 'twitter', 'social', 'network', 'onlin', 'world']",{'network'},Y
164,"Sharing photos, videos and other  content are other most popular  online activities.","['share', 'photo', 'video', 'content', 'popular', 'onlin', 'activ']",set(),N
165,"Most children   and young people in Europe also  have a profile on a media-sharing  platform such as YouTube, Insta- gram or Flickr.29   An example of  young people  creatively using media sharing  platforms could be that of   a young band that creates a  new song, posts the video on  YouTube30, and informs their  friends and fans about it.","['children', 'young', 'peopl', 'europ', 'also', 'profil', 'platform', 'youtub', 'gram', 'exampl', 'young', 'peopl', 'creativ', 'use', 'media', 'share', 'platform', 'could', 'young', 'band', 'creat', 'new', 'song', 'post', 'video', 'inform', 'friend', 'fan']",{'inform'},Y
166,"The  fans can then see this song by  streaming it online on their  mobile phone, tablet or PC.","['fan', 'see', 'song', 'stream', 'onlin', 'mobil', 'phone', 'tablet', 'pc']",set(),N
167,"If   they like the song, they will spread  the word by telling their friends,  who will then tell their friends and  so on.","['like', 'song', 'spread', 'word', 'tell', 'friend', 'tell', 'friend']",set(),N
168,"With simple techniques  and little financial investment, this  band can now gain a greater fan  base and potentially be heard by   shared_repository_Content_Net%20Children%20Go%20Mobile%20Project_Reports_Net%20children%20go%20mobile%20risks%20and%20opportunities%20%282nd%20ed.%29.pdf  (Accessed 3 November 2015)    26  http://en.wikipedia.org/wiki/Main_Page 27  Mascheroni, G. and O ?lafsson, K. Net Children Go Mobile: risks and opportunities.","['simpl', 'techniqu', 'littl', 'financi', 'invest', 'band', 'gain', 'greater', 'fan', 'base', 'potenti', 'heard', 'access', 'novemb', 'http', 'mascheroni', 'net', 'children', 'go', 'mobil', 'risk', 'opportun']",{'access'},Y
169,Second Edition 2014.,"['second', 'edit']",set(),N
170,Milano: Educatt.,"['milano', 'educatt']",set(),N
171,"Available at: http://eprints.lse.ac.uk/56986/1/__lse.ac.uk_storage_LIBRARY_Secondary_libfile_     28  ICT Kids Online Brazil 2014, Available at http://cetic.br/media/docs/publicacoes/2/tic-kids-online-2013.pdf (Accessed 10 November 2015) 29  Mascheroni, G. and O ?lafsson, K. Net Children Go Mobile: risks and opportunities.","['avail', 'http', 'ict', 'kid', 'onlin', 'brazil', 'avail', 'http', 'access', 'novemb', 'mascheroni', 'net', 'children', 'go', 'mobil', 'risk', 'opportun']",{'access'},Y
172,Second Edition 2014.,"['second', 'edit']",set(),N
173,Milano: Educatt.,"['milano', 'educatt']",set(),N
174,Available at: http://eprints.lse.ac.uk/56986/1/__lse.ac.uk_storage_LIBRARY_Secondary_libfile_     30  https://www.youtube.com  shared_repository_Content_Net%20Children%20Go%20Mobile%20Project_Reports_Net%20children%20go%20mobile%20risks%20and%20opportunities%20%282nd%20ed.%29.pdf  (Accessed 3 November 2015)  www.itu.int/copGuidelines for Children and Young People17  a record company that wishes to  sign them to their label.,"['avail', 'http', 'http', 'access', 'novemb', 'children', 'young', 'peopl', 'record', 'compani', 'wish', 'sign', 'label']",{'access'},Y
175,Stories  now abound of  bands promoting  their songs via services like  YouTube and ending up with a  record deal.,"['stori', 'abound', 'band', 'promot', 'song', 'via', 'servic', 'like', 'youtub', 'end', 'record', 'deal']",set(),N
176,"This is not so different from  the offline world, but the ability  to reach a larger audience in a  shorter time is one of the great  advantages of  ICT’s.","['differ', 'offlin', 'world', 'abil', 'reach', 'larger', 'audienc', 'shorter', 'time', 'one', 'great', 'advantag', 'ict']",set(),N
177,"In essence, a  service might take off  slowly but  reach critical global mass in a very  short time due to the ability of  the children and young people to  instantly share their experiences  with friends.","['essenc', 'servic', 'might', 'take', 'slowli', 'reach', 'critic', 'global', 'mass', 'short', 'time', 'due', 'abil', 'children', 'young', 'peopl', 'instantli', 'share', 'experi', 'friend']",set(),N
178,"Virtual worlds for children and  teenagers: In these worlds, chil- dren can often create an avatar   and, with it, explore an imaginary  universe.","['virtual', 'world', 'children', 'teenag', 'world', 'dren', 'often', 'creat', 'avatar', 'explor', 'imaginari', 'univers']",set(),N
179,"They can play games,  chat and decorate virtual rooms  or other spaces.","['play', 'game', 'chat', 'decor', 'virtual', 'room', 'space']",set(),N
180,"In 2012, there  were over 150 virtual worlds  either operating or in develop- ment which are aimed at children  and young people under 18 years  of  age31, according to K Zero, a  consulting firm.","['virtual', 'world', 'either', 'oper', 'ment', 'aim', 'children', 'young', 'peopl', 'year', 'accord', 'k', 'zero', 'consult', 'firm']",set(),N
181,"These sites have  around 355 million registered us- ers under the age of  10 and over  800 million aged 10 to 15 years.32  Webkinz, Neopets and Club  Penguin are some of  the vir- tual worlds that are particularly  popular with children aged eight  and under, while children over  ten years tend to prefer the virtual  worlds of  Poptropica, Moshi  Monsters and Moviestar Planet.33   31  http://www.kzero.co.uk/blog/young-children’s-play-in-online-virtual-worlds/ (Accessed 3 November 2015) 32  Burke.","['site', 'around', 'million', 'regist', 'er', 'age', 'million', 'age', 'webkinz', 'neopet', 'club', 'penguin', 'tual', 'world', 'particularli', 'popular', 'children', 'age', 'eight', 'children', 'ten', 'year', 'tend', 'prefer', 'virtual', 'world', 'poptropica', 'moshi', 'monster', 'moviestar', 'http', 'access', 'novemb', 'burk']",{'access'},Y
182,"A., Children’s Construction of  Identity in Virtual Play Worlds – A Classroom Perspective, 2013,     Memorial University, Available at: http://ejournals.library.ualberta.ca/index.php/langandlit/article/view    33  http://www.kzero.co.uk/blog/category/universe-graph/ (Accessed 3 November 2015)  File/19779/15290 (Accessed 3 November 2015)  Guidelines for Children and Young People18  The positive benefits from  social networks for  children  with learning difficulties can  be summarised as follows:22 Practicing social skills: you  get a chance to meet all kinds  of  people online.","['children', 'construct', 'ident', 'virtual', 'play', 'world', 'classroom', 'perspect', 'memori', 'univers', 'avail', 'http', 'http', 'access', 'novemb', 'access', 'novemb', 'guidelin', 'children', 'young', 'peopl', 'posit', 'benefit', 'social', 'network', 'children', 'learn', 'difficulti', 'summaris', 'practic', 'social', 'skill', 'get', 'chanc', 'meet', 'kind', 'peopl', 'onlin']","{'practic', 'network', 'access'}",Y
183,"Because  socializing via technology  isn’t as immediate as face-to- face interactions or telephone  conversations, you have a little  more time to think about a  situation before you respond.","['social', 'via', 'technolog', 'immedi', 'face', 'interact', 'telephon', 'convers', 'littl', 'time', 'think', 'situat', 'respond']",{'technolog'},Y
184,"This is an opportunity for you  to experiment with greetings,  responses, etc.","['opportun', 'experi', 'greet', 'respons', 'etc']",set(),N
185,"Defined/guided social in- teraction: While online com-  www.itu.int/copGuidelines for Children and Young People19  Virtual worlds such as Wizard  101, Roblox and Minecraft are  popular with children aged 12-14  years.","['social', 'teract', 'onlin', 'children', 'young', 'peopl', 'virtual', 'world', 'wizard', 'roblox', 'minecraft', 'popular', 'children', 'age', 'year']",set(),N
186,"However among 14 – 15  year olds, girls become more  engaged than boys, showing  the popularity of  fashion based  virtual worlds such as Stardoll and  GoSupermodel.","['howev', 'among', 'year', 'old', 'girl', 'becom', 'engag', 'boy', 'show', 'popular', 'fashion', 'base', 'virtual', 'world', 'stardol', 'gosupermodel']",set(),N
187,The Stardoll has  about 250 million global accounts.,"['stardol', 'million', 'global', 'account']",set(),N
188,"As evident there are virtual worlds  catering to each specific age  group and gender.34   Virtual worlds, like Club  Penguin, that target primary  and elementary school children,  allow users to create a profile and  take on the identities of penguin  avatars35 to play game and  activities.","['evid', 'virtual', 'world', 'cater', 'specif', 'age', 'group', 'virtual', 'world', 'like', 'club', 'penguin', 'target', 'primari', 'elementari', 'school', 'children', 'allow', 'user', 'creat', 'profil', 'take', 'ident', 'penguin', 'play', 'game', 'activ']",{'group'},Y
189,All users will have to  design their own avatar with easy  to use tools.,"['user', 'design', 'avatar', 'easi', 'use', 'tool']",set(),N
190,"The ability to appear  as an avatar allows for everyone,   regardless of  their real world  physical appearance, to enter a  community where all are equal  and prejudice does not exist.","['abil', 'appear', 'avatar', 'allow', 'everyon', 'regardless', 'real', 'world', 'physic', 'appear', 'enter', 'commun', 'equal', 'prejudic', 'exist']",set(),N
191,"Taking on this new identity can  allow for the user to express  themselves differently, testing  a new profile or attitude, being  bold and upfront on issues that  matter to them, or even just  live ‘some- body’ else’s life for  a while.","['take', 'new', 'ident', 'allow', 'user', 'express', 'differ', 'test', 'new', 'profil', 'attitud', 'bold', 'upfront', 'issu', 'matter', 'even', 'live', 'bodi', 'els', 'life']",set(),N
192,"Needless to say that  there are rules that need to be  followed, but the ability to test a  different personality can be a fun  experience.","['needless', 'say', 'rule', 'need', 'follow', 'abil', 'test', 'differ', 'person', 'fun', 'experi']",set(),N
193,"34  http://www.kzero.co.uk/blog/category/kidstween-worlds/ (Accessed 3 November 2015) 35  Avatars in video games are essentially the player’s physical representation in the game world,    36  Habbo’s Second Global Youth Survey 2008    http://en.wikipedia.org/wiki/Avatar_(computing)  What’s your online profile?","['http', 'access', 'novemb', 'avatar', 'video', 'game', 'essenti', 'player', 'physic', 'represent', 'game', 'world', 'habbo', 'second', 'global', 'youth', 'survey', 'http', 'comput', 'onlin', 'profil']",{'access'},Y
194,": An interesting study with Habbo  Hotel’s (a virtual world targeting 13 years and older)36 users reveals the  digital profiles of  teens online:  Achievers  Rebels  Traditionals  Creatives  Loners  Ambitious, strong minded and materialistic.","['interest', 'studi', 'habbo', 'hotel', 'virtual', 'world', 'target', 'year', 'older', 'user', 'reveal', 'digit', 'profil', 'teen', 'onlin', 'achiev', 'rebel', 'tradit', 'creativ', 'loner', 'ambiti', 'strong', 'mind', 'materialist']",set(),N
195,They  value material success and whilst having lots of   friends do not consider other people's feelings as  much as other segments  Value gathering lots of  experiences in life and enjoy  a fast-paced lifestyle.,"['valu', 'materi', 'success', 'whilst', 'lot', 'friend', 'consid', 'peopl', 'feel', 'much', 'segment', 'valu', 'gather', 'lot', 'experi', 'life', 'enjoy', 'lifestyl']",set(),N
196,"Like Achievers they want to  become “rich and famous”, but they are not willing  to compromise on having fun in order to achieve this  goal  Value having an ordinary life and see themselves as  honest, polite and obedient.","['like', 'achiev', 'want', 'becom', 'rich', 'famou', 'will', 'compromis', 'fun', 'order', 'achiev', 'goal', 'valu', 'ordinari', 'life', 'see', 'honest', 'polit', 'obedi']",set(),N
197,"They are keen to help  others but are less ambitious and pleasure seeking  compared to other segments  Share many of  the same positive traits as  Traditionals, but with a focus on creativity.","['keen', 'help', 'other', 'less', 'ambiti', 'pleasur', 'seek', 'compar', 'segment', 'share', 'mani', 'posit', 'trait', 'tradit', 'focu', 'creativ']",set(),N
198,"They  place value in getting a good education and being  influential in life, but they are also active, social and  have an interest in travelling  More introverted and less likely than other segments  to identify with any specific personality traits.","['place', 'valu', 'get', 'good', 'educ', 'influenti', 'life', 'also', 'activ', 'social', 'interest', 'travel', 'introvert', 'less', 'like', 'segment', 'identifi', 'specif', 'person', 'trait']",set(),N
199,"They  rarely see themselves as active or self-assured, but  are more open minded in their attitudes compared to  Traditionals or Achievers  Guidelines for Children and Young People20  www.itu.int/copGuidelines for Children and Young People21  Children and young people have  online profiles and communicate  with each other by posting  comments or greetings on their  friend’s profile pages.","['rare', 'see', 'activ', 'open', 'mind', 'attitud', 'compar', 'tradit', 'achiev', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'onlin', 'profil', 'commun', 'post', 'comment', 'greet', 'friend', 'profil', 'page']",set(),N
200,"Having  many friends linked to ones  profile does appear to give a  high status amongst their peers,  although it is questionable  whether having a high number  of  online friends in itself  is an  objective to strive for.","['mani', 'friend', 'link', 'one', 'profil', 'appear', 'give', 'high', 'statu', 'amongst', 'peer', 'although', 'question', 'whether', 'high', 'number', 'onlin', 'friend', 'object', 'strive']",set(),N
201,"Still, a  typical teen Facebook user has  an average of  300 friends while  the typical teen Twitter user has  79 followers found a study in the  United States37.","['still', 'typic', 'teen', 'facebook', 'user', 'averag', 'friend', 'typic', 'teen', 'twitter', 'user', 'follow', 'found', 'studi', 'unit']",set(),N
202,"Many social networks facilitate  the creation of  sub groups based  on themes such as democracy,  pets, games, school work music   and so forth.","['mani', 'social', 'network', 'facilit', 'creation', 'sub', 'group', 'base', 'theme', 'democraci', 'pet', 'game', 'school', 'work', 'music', 'forth']","{'work', 'network', 'group'}",Y
203,"These communities  might not be available to you  in your town, region, country,  but here again; ICT’s folds the  world and brings it to your  screen and offers you the  possibility of  experimenting  with forms of  participation  and freedom of  expression that  are rarely guaranteed in their  real, everyday lives in the adult  world.","['commun', 'might', 'avail', 'town', 'region', 'countri', 'ict', 'fold', 'world', 'bring', 'screen', 'offer', 'possibl', 'experi', 'form', 'particip', 'freedom', 'express', 'rare', 'guarante', 'real', 'everyday', 'live', 'adult', 'world']",set(),N
204,The positive culture that  reigns in online communities  helps everyone to have a good  experience and increases the  willingness to engage with other  people online and learn about  new things.,"['posit', 'cultur', 'reign', 'onlin', 'commun', 'help', 'everyon', 'good', 'experi', 'increas', 'willing', 'engag', 'peopl', 'onlin', 'learn', 'new', 'thing']",set(),N
205,"37  Pew Research Center, Teens, Social Media, and Privacy, 2013.","['pew', 'research', 'center', 'teen', 'social', 'media', 'privaci']",set(),N
206,Available at http://www.pewinternet.,"['avail', 'http']",set(),N
207,org/2013/05/21/teens-social-media-and-privacy/(Accessed 9 November 2015) 38  http://www.greatschools.net/cgi-bin/showarticle/3120 (Accessed 26 November 2015)  Case Study: The Bright Side of  Social Networks for Children with  Learning Difficulties  The  positive  benefits  from  social  networks  for  children  with  learning  difficulties can be summarised as follows38: Practicing social skills: you get a chance to meet all kinds of people on- line.,"['access', 'novemb', 'http', 'access', 'novemb', 'case', 'studi', 'bright', 'side', 'social', 'network', 'children', 'learn', 'difficulti', 'posit', 'benefit', 'social', 'network', 'children', 'learn', 'difficulti', 'summaris', 'practic', 'social', 'skill', 'get', 'chanc', 'meet', 'kind', 'peopl', 'line']","{'practic', 'network', 'access'}",Y
208,"Because socializing via technology isn’t as immediate as face-to-face  interactions or telephone conversations, you have a little more time to think  about a situation before you respond.","['social', 'via', 'technolog', 'immedi', 'interact', 'telephon', 'convers', 'littl', 'time', 'think', 'situat', 'respond']",{'technolog'},Y
209,"This is an opportunity for you to ex- periment with greetings, responses, etc.","['opportun', 'periment', 'greet', 'respons', 'etc']",set(),N
210,"Defined/guided social interaction: While online communication tech- nologies increasingly allow for freeform interaction, social interaction can  be narrowed (for purposes of scope and safety).","['social', 'interact', 'onlin', 'commun', 'nolog', 'increasingli', 'allow', 'freeform', 'interact', 'social', 'interact', 'narrow', 'purpos', 'scope', 'safeti']",set(),N
211,"Some examples of focused  interaction online include buddy/friend lists, moderated themed chat rooms  or message boards and, for younger children, the opportunity for parents  to help a child by typing or reading along some of the time.","['exampl', 'focus', 'interact', 'onlin', 'includ', 'list', 'moder', 'theme', 'chat', 'room', 'messag', 'board', 'younger', 'children', 'opportun', 'parent', 'help', 'child', 'type', 'read', 'along', 'time']",{'includ'},Y
212,This can help  children build skills and confidence that will increase their independence as  they mature.,"['help', 'children', 'build', 'skill', 'confid', 'increas', 'independ', 'matur']",set(),N
213,Identity experimentation: A child can create an online identity that is dif- ferent from what he or she normally presents.,"['ident', 'experiment', 'child', 'creat', 'onlin', 'ident', 'ferent', 'normal', 'present']",set(),N
214,"For example, a kid who really  likes comics can be the “king of all superhero knowledge” online without  being teased about it at school.","['exampl', 'kid', 'realli', 'like', 'comic', 'king', 'superhero', 'knowledg', 'onlin', 'without', 'teas', 'school']",set(),N
215,Such a child can also find a peer group online  that appreciates this aspect of him or her.” Frequent use of  existing and emerging/changing technologies: Technology is evolving faster than ever before.,"['child', 'also', 'find', 'peer', 'group', 'onlin', 'appreci', 'aspect', 'frequent', 'use', 'exist', 'technolog', 'technolog', 'evolv', 'faster', 'ever']","{'group', 'technolog'}",Y
216,"As you learn to adapt to new  technologies (or new applications of existing technologies), you will be bet- ter equipped to adapt to future technology.","['learn', 'adapt', 'new', 'technolog', 'new', 'applic', 'exist', 'technolog', 'ter', 'equip', 'adapt', 'futur', 'technolog']",{'technolog'},Y
217,This will help you quickly assess  the risks of communicating through these new and adapt your behaviour to  maintain control over your own safety.,"['help', 'quickli', 'assess', 'risk', 'commun', 'new', 'adapt', 'behaviour', 'maintain', 'control', 'safeti']",{'control'},Y
218,"Guidelines for Children and Young People22  “Be smart, responsible and  safe online – just like in the   “Be smart, responsible and  real world”  www.itu.int/copGuidelines for Children and Young People23  Games: Classic board games  have also moved online and are  now played alongside what is  called “massively-multiplayer  online role-playing games”  (MMORPGs), such as the World  of  Warcraft.","['guidelin', 'children', 'young', 'peopl', 'smart', 'respons', 'safe', 'onlin', 'like', 'smart', 'respons', 'real', 'world', 'children', 'young', 'peopl', 'game', 'classic', 'board', 'game', 'also', 'move', 'onlin', 'play', 'alongsid', 'call', 'onlin', 'game', 'mmorpg', 'world', 'warcraft']",set(),N
219,"As with social  networks, online games can con- nect you with other players from  around the world.","['social', 'network', 'onlin', 'game', 'nect', 'player', 'around', 'world']",{'network'},Y
220,"More than 70%  of  gamers play with a friend and  millions of  people worldwide par- ticipate in massive virtual worlds.39  A recent research in UK shows  majority of  children in each age  group who play games online play  on their own/against the com- puter or games player, accounting  for over four in five 5-7 year olds,  close to seven in ten 8-11 year  olds and seven in ten 12-15 year  olds40.","['gamer', 'play', 'friend', 'million', 'peopl', 'worldwid', 'ticip', 'massiv', 'virtual', 'recent', 'research', 'uk', 'show', 'major', 'children', 'age', 'group', 'play', 'game', 'onlin', 'play', 'puter', 'game', 'player', 'account', 'four', 'five', 'year', 'old', 'close', 'seven', 'ten', 'year', 'old', 'seven', 'ten', 'year']",{'group'},Y
221,The research also shows   an increase in the numbers of   younger children playing games  online.,"['research', 'also', 'show', 'increas', 'number', 'younger', 'children', 'play', 'game', 'onlin']",set(),N
222,"A 2014 Cox Internet Safe- ty Survey reveals nearly three in  four online gamers interact with  other gamers online through web  chat, voice chat and web cam.41  It is indeed a social activity that  captures youth universally and can  be played now on the smallest of  handheld devices42.","['cox', 'internet', 'ty', 'survey', 'reveal', 'nearli', 'three', 'four', 'onlin', 'gamer', 'interact', 'gamer', 'onlin', 'web', 'chat', 'voic', 'chat', 'web', 'inde', 'social', 'activ', 'captur', 'youth', 'univers', 'play', 'smallest', 'handheld']",{'internet'},Y
223,"The term “online gamer” may  conjure up images of  a lone teen- ager playing “Ever- Quest” in his  parents’ basement, but that’s not  how it is in South Korea.","['term', 'onlin', 'gamer', 'may', 'conjur', 'imag', 'lone', 'ager', 'play', 'quest', 'parent', 'basement', 'south', 'korea']",set(),N
224,Group  interaction is as strong a cultural  tradition in that country as study- ing and shopping.,"['group', 'interact', 'strong', 'cultur', 'tradit', 'countri', 'ing', 'shop']",{'group'},Y
225,Young people  go to the PC bangs to blow off   steam and to hang out.,"['young', 'peopl', 'go', 'pc', 'bang', 'blow', 'steam', 'hang']",set(),N
226,"Commu-  nity within games is really popu- lar, as well as the ability to form  groups, or guilds.","['niti', 'within', 'game', 'realli', 'lar', 'well', 'abil', 'form', 'group', 'guild']",{'group'},Y
227,"These social as- pects are a big reason why people  keep playing games in South  Korea.”43 However given the  excessive hours spent by children  and young people playing online  games, South Korea passed the  Shutdown law (also known as the  Game Addiction Law) in 2011.","['social', 'pect', 'big', 'reason', 'peopl', 'keep', 'play', 'game', 'south', 'howev', 'given', 'excess', 'hour', 'spent', 'children', 'young', 'peopl', 'play', 'onlin', 'game', 'south', 'korea', 'pass', 'shutdown', 'law', 'also', 'known', 'game', 'addict', 'law']",set(),N
228,The Law forbids children under  the age of  16 in South Korea to  play online video games from  midnight to 6:00 A.M.,"['law', 'forbid', 'children', 'age', 'south', 'korea', 'play', 'onlin', 'video', 'game', 'midnight']",set(),N
229,"Given the  debate over this law, the Culture  and Gender Equality Ministry  announced in September 2014  that children aged 16 and below  may be able to play online games  in midnight with the approval of   their guardians.44  The risks in online gaming also  arise largely due to the minimal  restrictions involved and the fact  that they are not face-to-face.","['given', 'debat', 'law', 'cultur', 'gender', 'equal', 'ministri', 'announc', 'septemb', 'children', 'age', 'may', 'abl', 'play', 'onlin', 'game', 'midnight', 'approv', 'risk', 'onlin', 'game', 'also', 'aris', 'larg', 'due', 'minim', 'restrict', 'involv', 'fact']",set(),N
230,"Be- cause of  this, children and young  people cannot be sure who they  are playing against and chatting to  or what their motives are.","['caus', 'children', 'young', 'peopl', 'sure', 'play', 'chat', 'motiv']",set(),N
231,Chil- dren could also be playing online  games with an inappropriate  age rating.,"['dren', 'could', 'also', 'play', 'onlin', 'game', 'inappropri', 'age', 'rate']",set(),N
232,A survey by Get Safe  Online45 reveals about 25% of   children and young people have  disclosed personal information  while online gaming.,"['survey', 'get', 'safe', 'reveal', 'children', 'young', 'peopl', 'disclos', 'person', 'inform', 'onlin', 'game']",{'inform'},Y
233,"About 35%  of  children and young people  have spoken to someone they  don’t know while online gaming,  while more than 15% of  the chil- dren have been bullied or verbally  abused while online gaming.","['children', 'young', 'peopl', 'spoken', 'someon', 'know', 'onlin', 'game', 'dren', 'bulli', 'verbal', 'abus', 'onlin', 'game']",set(),N
